Tanggal Transaksi,Nama Resto,Tipe Pesanan,Nomor Pesanan,Rating untuk Resto,Review,Nama Menu,Tag yang Dipilih
1/18/2025,Nasi Goreng Polonia,Gofood Delivery,F-2739798137,5,"PORSI NYA BANYAK BGTTTTT, GA EXPECT BGTT, INI PORSI NASGOR DAN MIE TERBANYAK DI JAKARTAAAA????","Kwetiau Goreng / Kuah Ayam Bakso, Mie Goreng / Kuah Ayam Bakso","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
1/19/2025,Nasi Goreng Polonia,Gofood Delivery,F-2740774961,5,,"Kwetiau Goreng / Kuah Ayam Bakso, Teh Manis ""Panas""",
1/19/2025,Nasi Goreng Polonia,Gofood Delivery,F-2740774961,5,,"Kwetiau Goreng / Kuah Ayam Bakso, Teh Manis ""Panas""",
1/19/2025,Nasi Goreng Polonia,Gofood Delivery,F-2740996295,4,,Nasi Goreng Ati Ampela,CANNED_RESPONSE_TASTE
1/19/2025,Nasi Goreng Polonia,Gofood Delivery,F-2740996295,4,,Nasi Goreng Ati Ampela,CANNED_RESPONSE_TASTE
1/20/2025,Nasi Goreng Polonia,Gofood Delivery,F-2741916275,5,,Mie Goreng / Kuah Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
1/20/2025,Nasi Goreng Polonia,Gofood Delivery,F-2741916275,5,,Mie Goreng / Kuah Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
1/20/2025,Nasi Goreng Polonia,Gofood Delivery,F-2741960442,5,,"Nasi Goreng Ayam Bakso, Mie Goreng / Kuah Ayam",
1/20/2025,Nasi Goreng Polonia,Gofood Delivery,F-2741960442,5,,"Nasi Goreng Ayam Bakso, Mie Goreng / Kuah Ayam",
1/21/2025,Nasi Goreng Polonia,Gofood Delivery,F-2742867012,5,,"Kwetiau Goreng / Kuah Ayam Bakso, Telur","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
1/21/2025,Nasi Goreng Polonia,Gofood Delivery,F-2742867012,5,,"Kwetiau Goreng / Kuah Ayam Bakso, Telur","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
1/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2743740512,5,,Nasi Goreng Ayam Bakso,
1/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2743740512,5,,Nasi Goreng Ayam Bakso,
1/23/2025,Nasi Goreng Polonia,Gofood Delivery,F-2744503944,5,,Nasi Goreng Ayam Bakso,
1/23/2025,Nasi Goreng Polonia,Gofood Delivery,F-2744503944,5,,Nasi Goreng Ayam Bakso,
1/23/2025,Nasi Goreng Polonia,Gofood Delivery,F-2744605398,5,,"Nasi Goreng Ayam Bakso, Nasi Goreng Bakso Kornet",
1/23/2025,Nasi Goreng Polonia,Gofood Delivery,F-2744605398,5,,"Nasi Goreng Ayam Bakso, Nasi Goreng Bakso Kornet",
1/24/2025,Nasi Goreng Polonia,Gofood Delivery,F-2745441446,5,,Nasi Goreng Special,
1/24/2025,Nasi Goreng Polonia,Gofood Delivery,F-2745441446,5,,Nasi Goreng Special,
1/25/2025,Nasi Goreng Polonia,Gofood Delivery,F-2746710250,5,,"Nasi Goreng Ayam, Nasi Goreng Ati Ampela",
1/25/2025,Nasi Goreng Polonia,Gofood Delivery,F-2746710250,5,,"Nasi Goreng Ayam, Nasi Goreng Ati Ampela",
1/28/2025,Nasi Goreng Polonia,Gofood Delivery,F-2749868179,5,,"Nasi Goreng Ati Ampela, Nasi Goreng Ayam Bakso, Teh Manis ""Dingin""",
1/28/2025,Nasi Goreng Polonia,Gofood Delivery,F-2749868179,5,,"Nasi Goreng Ati Ampela, Nasi Goreng Ayam Bakso, Teh Manis ""Dingin""",
1/28/2025,Nasi Goreng Polonia,Gofood Delivery,F-2750186227,3,,"Nasi Goreng Ayam Bakso, Mie Goreng / Kuah Ayam Bakso","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_VALUE"
1/28/2025,Nasi Goreng Polonia,Gofood Delivery,F-2750186227,3,,"Nasi Goreng Ayam Bakso, Mie Goreng / Kuah Ayam Bakso","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_VALUE"
1/28/2025,Nasi Goreng Polonia,Gofood Delivery,F-2750248069,5,rasa nya enak dan mantab..,Nasi Goreng Kambing,CANNED_RESPONSE_TASTE
1/28/2025,Nasi Goreng Polonia,Gofood Delivery,F-2750248069,5,rasa nya enak dan mantab..,Nasi Goreng Kambing,CANNED_RESPONSE_TASTE
1/30/2025,Nasi Goreng Polonia,Gofood Delivery,F-2752102687,4,,Nasi Goreng Ati Ampela,
1/30/2025,Nasi Goreng Polonia,Gofood Delivery,F-2752102687,4,,Nasi Goreng Ati Ampela,
1/30/2025,Nasi Goreng Polonia,Gofood Delivery,F-2752166455,5,,Nasi Goreng Ayam Bakso,
1/30/2025,Nasi Goreng Polonia,Gofood Delivery,F-2752166455,5,,Nasi Goreng Ayam Bakso,
2/1/2025,Nasi Goreng Polonia,Gofood Delivery,F-2753981453,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
2/1/2025,Nasi Goreng Polonia,Gofood Delivery,F-2753981453,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
2/1/2025,Nasi Goreng Polonia,Gofood Delivery,F-2753983608,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
2/1/2025,Nasi Goreng Polonia,Gofood Delivery,F-2753983608,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
2/3/2025,Nasi Goreng Polonia,Gofood Delivery,F-2756237144,4,agak asin rasany,Nasi Goreng Ayam Bakso,CANNED_RESPONSE_TASTE
2/3/2025,Nasi Goreng Polonia,Gofood Delivery,F-2756237144,4,agak asin rasany,Nasi Goreng Ayam Bakso,CANNED_RESPONSE_TASTE
2/3/2025,Nasi Goreng Polonia,Gofood Delivery,F-2756356861,5,,Nasi Goreng Kambing,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/3/2025,Nasi Goreng Polonia,Gofood Delivery,F-2756356861,5,,Nasi Goreng Kambing,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/4/2025,Nasi Goreng Polonia,Gofood Delivery,F-2757109238,5,,"Mie Goreng / Kuah Ayam Bakso, Nasi Goreng Bakso Kornet",
2/4/2025,Nasi Goreng Polonia,Gofood Delivery,F-2757109238,5,,"Mie Goreng / Kuah Ayam Bakso, Nasi Goreng Bakso Kornet",
2/5/2025,Nasi Goreng Polonia,Gofood Delivery,F-2757850492,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/5/2025,Nasi Goreng Polonia,Gofood Delivery,F-2757850545,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/5/2025,Nasi Goreng Polonia,Gofood Delivery,F-2757850492,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/5/2025,Nasi Goreng Polonia,Gofood Delivery,F-2757850545,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/8/2025,Nasi Goreng Polonia,Gofood Delivery,F-2760929023,5,,Mie Goreng / Kuah Ayam,
2/8/2025,Nasi Goreng Polonia,Gofood Delivery,F-2760929023,5,,Mie Goreng / Kuah Ayam,
2/11/2025,Nasi Goreng Polonia,Gofood Delivery,F-2763805314,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/11/2025,Nasi Goreng Polonia,Gofood Delivery,F-2763805314,5,,Nasi Goreng Ayam Bakso,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/12/2025,Nasi Goreng Polonia,Gofood Delivery,F-2764694850,5,,Nasi Goreng Special,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/12/2025,Nasi Goreng Polonia,Gofood Delivery,F-2764694850,5,,Nasi Goreng Special,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/12/2025,Nasi Goreng Polonia,Gofood Delivery,F-2764713197,5,,"Nasi Goreng Pete, Nasi Goreng Ayam, Nasi Goreng Teri Medan","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_FRESHNESS"
2/12/2025,Nasi Goreng Polonia,Gofood Delivery,F-2764713197,5,,"Nasi Goreng Pete, Nasi Goreng Ayam, Nasi Goreng Teri Medan","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_FRESHNESS"
2/12/2025,Nasi Goreng Polonia,Gofood Delivery,F-2764838167,5,,Bihun Goreng / Kuah Ayam Bakso,
2/12/2025,Nasi Goreng Polonia,Gofood Delivery,F-2764838167,5,,Bihun Goreng / Kuah Ayam Bakso,
2/13/2025,Nasi Goreng Polonia,Gofood Delivery,F-2765482610,5,,Nasi Goreng Special,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/13/2025,Nasi Goreng Polonia,Gofood Delivery,F-2765482610,5,,Nasi Goreng Special,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
2/13/2025,Nasi Goreng Polonia,Gofood Delivery,F-2765804215,5,,"Nasi Goreng Ikan Asin, Air Jeruk",
2/13/2025,Nasi Goreng Polonia,Gofood Delivery,F-2765804215,5,,"Nasi Goreng Ikan Asin, Air Jeruk",
2/14/2025,Nasi Goreng Polonia,Gofood Delivery,F-2766782255,5,,Nasi Goreng Telur,
2/14/2025,Nasi Goreng Polonia,Gofood Delivery,F-2766782255,5,,Nasi Goreng Telur,
2/18/2025,Nasi Goreng Polonia,Gofood Delivery,F-2770432919,5,,"Bihun Goreng / Kuah Ayam, Kwetiau Goreng Ayam","CANNED_RESPONSE_PORTION, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE"
2/18/2025,Nasi Goreng Polonia,Gofood Delivery,F-2770432919,5,,"Bihun Goreng / Kuah Ayam, Kwetiau Goreng Ayam","CANNED_RESPONSE_PORTION, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE"
2/19/2025,Nasi Goreng Polonia,Gofood Delivery,F-2771318720,3,,"Nasi Goreng Ayam Bakso, Nasi Goreng Telur, Mie Goreng / Kuah Ayam Bakso",CANNED_RESPONSE_PORTION
2/19/2025,Nasi Goreng Polonia,Gofood Delivery,F-2771318720,3,,"Nasi Goreng Ayam Bakso, Nasi Goreng Telur, Mie Goreng / Kuah Ayam Bakso",CANNED_RESPONSE_PORTION
2/20/2025,Nasi Goreng Polonia,Gofood Delivery,F-2772454692,1,"PESANAN YG SAYA PESAN TIDAK SESUAI 
DAN RASA NASI GORENG SEAFOODNYA GOSONG DAN HITAM SUNGGUH SANGAT MENGECEWAKAN 
MASA SAYA MAKAN HITAM HITAM DAN PAHIT 
MENYESAL SAYA 
TIDAK DIKASI ALAT MAKAN 
TIDAK BACA APA YG ADA DI NOTE
KEMBALIKAN UANG SAYA !!!!!!!!","Nasi Goreng Ikan Asin, Nasi Goreng Seafood","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_CUTLERY_INCORRECT, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_FRESHNESS"
2/20/2025,Nasi Goreng Polonia,Gofood Delivery,F-2772454692,1,"PESANAN YG SAYA PESAN TIDAK SESUAI 
DAN RASA NASI GORENG SEAFOODNYA GOSONG DAN HITAM SUNGGUH SANGAT MENGECEWAKAN 
MASA SAYA MAKAN HITAM HITAM DAN PAHIT 
MENYESAL SAYA 
TIDAK DIKASI ALAT MAKAN 
TIDAK BACA APA YG ADA DI NOTE
KEMBALIKAN UANG SAYA !!!!!!!!","Nasi Goreng Ikan Asin, Nasi Goreng Seafood","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_CUTLERY_INCORRECT, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_FRESHNESS"
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774414379,3,rasa masakan tidak sesuai permintaan kepedesan,"Nasi Goreng Telur, Nasi Goreng Ayam Bakso",
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774414379,3,rasa masakan tidak sesuai permintaan kepedesan,"Nasi Goreng Telur, Nasi Goreng Ayam Bakso",
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774421288,5,,Nasi Goreng Telur,
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774421288,5,,Nasi Goreng Telur,
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774729737,5,,Nasi Goreng Seafood,
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774729737,5,,Nasi Goreng Seafood,
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774784089,4,beli makanan 3 tapi cuman dikasih sendok 1,"Nasi Goreng Special, Es Teh Tawar, Air Mineral Aqua- 600 Ml, Kwetiau Goreng / Kuah Ayam Bakso, Nasi Goreng Telur",
2/22/2025,Nasi Goreng Polonia,Gofood Delivery,F-2774784089,4,beli makanan 3 tapi cuman dikasih sendok 1,"Nasi Goreng Special, Es Teh Tawar, Air Mineral Aqua- 600 Ml, Kwetiau Goreng / Kuah Ayam Bakso, Nasi Goreng Telur",
